CODI;Descrição;NCM;CST;ALIQ_ICMS;REDU_ESTA;REDU_INTER;CST_PIS;ALIQ_PIS;CST_COFINS;ALIQ_COFINS
78194;BROCA P/MADEIRA 1/2;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
78195;BROCA P/MADEIRA 3/8;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
78196;BROCA P/MADEIRA 1/4;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
70114;BROCA ACO RAPIDO 4.5MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
70122;BROCA ACO RAPIDO 5.5MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
70149;BROCA ACO RAPIDO 7.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
70173;BROCA ACO RAPIDO 9.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58700;BROCA ACO RAPIDO 10.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58726;BROCA ACO RAPIDO 3.5MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58734;BROCA ACO RAPIDO 3.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58742;BROCA ACO RAPIDO 4.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58750;BROCA ACO RAPIDO 5.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58769;BROCA ACO RAPIDO 6.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58777;BROCA ACO RAPIDO 8.0MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58785;BROCA P/CONCRETO VIDIA 10MM   N;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58793;BROCA PARA CONCRETO 6MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
58807;BROCA PARA CONCRETO 8MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
11259;BROCA P/CONCRETO EXTRA LONGA 10MM IRWIN;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92380;BROCA ACO RAPIDO 8.5MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92381;BROCA ACO RAPIDO 9.5MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92382;BROCA ACO RAPIDO 10.5MM;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92383;BROCA FIBROCIMENTO E MOURAO 9/32;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92384;BROCA FIBROCIMENTO E MOURAO 19/64;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92385;BROCA FIBROCIMENTO E MOURAO 5/16;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92386;BROCA FIBROCIMENTO E MOURAO 3/8;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92387;BROCA FIBROCIMENTO E MOURAO 7/16;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92388;BROCA FIBROCIMENTO E MOURAO 1/2;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
92389;BROCA FIBROCIMENTO E MOURAO 9/16;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
91878;BROCA MULTIMATERIAL 8X120MM AS-IRWIN;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
94400;BROCA SDS PLUS 12X150X210MM 43148124;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
94401;BROCA SDS PLUS 10X100X160MM 43148118;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
94403;BROCA SDS PLUS 8X100X160MM 43148114;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
94404;BROCA SDS PLUS 6X100X160MM 43148106;82075011;000;17;0,00%;0,00%;01;1,65;01;7,6
90629;BRANCO BROCA 30CM;82075019;000;17;0,00%;0,00%;01;1,65;01;7,6
79449;AGULHA P/APLICADOR DE BRINCOS WALMUR;82079000;000;17;0,00%;0,00%;01;1,65;01;7,6
91609;SET DE BITS;82079000;000;17;0,00%;0,00%;01;1,65;01;7,6
89689;DISCO DE CORTE MADEIRA - SERRA MARMORE;82082000;000;17;0,00%;0,00%;01;1,65;01;7,6
76968;LAMINA P/SERRA FITA 1,77/1,81/2,05;82083000;000;17;0,00%;0,00%;01;1,65;01;7,6
87946;LAMINA P/SERRA 181 HIDRO;82083000;000;17;0,00%;0,00%;01;1,65;01;7,6
10152;BRANCO LAMINA LADO ESQUERDO 19213430 / 19208991;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10153;BRANCO LAMINA LADO DIREITO 19213440 / 19208993;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10157;LAMINA CURVADA 31CM CE32;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10471;NAVALHA B-612 / M-1000 RETA NOVA  N;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10560;BRANCO LAMINA 2PONTAS 19307163;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10562;BRANCO DISCO 3PONTAS 8260 4095637 N;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
9939;NAVALHA INCLINADA M-670/625/630 B-609;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
9303;LAMINA CORTADORES DE GRAMA CE30M E CE30P2 TRAM. 78799576;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
79678;BRANCO DISCO 3 PONTAS 8350;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
94174;SPINNER FACA CIRCULAR DE VIDEA NS05 40 DENTES FURO (20MM) 255 X1,25X2,0 SPIN 080177;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
71005;LAMINA CORTADORES DE GRAMA CE35P CE35M CE35M2 TRAM. 78795732;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
51047;BRANCO LAMINA CORTA NYLON 19502020;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
89416;BRANCO DISCO SERRA 60 DENTES 19302170;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
89620;SPINNER LAMINA 3 PONTAS 300MM FURO 1" X 2,9MM ESPESSSPIN;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
89705;SPINNER FACA 3 PONTAS 300MM 1 X 2,9MM 080169;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
89706;SPINNER FACA CORTADOR GRAMA CG6500/CG6500R-55CM 5000502;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
89707;SPINNER FACA P/CORTADOR GRAMA VULCAN 5000503;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
88869;LAMINAS DE SERRA MANUAL;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
87793;BRANCO DISCO 3 PONTAS 255MM 4095641;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
87905;NAVALHA DE CORTE S/ ROSCA B-611/616/618;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
88087;BRANCO LAMINA 2 PONTAS 19500480;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
88088;BRANCO LAMINA CORTE 3 PONTAS 19214200;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
92149;SPINNER FACA CIRCULAR 80D FURO 20MM 255X1,5MM 080174;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
92150;SPINNER FACA CIRCULAR 80D FURO 1" (25MM) 255X1,5MM 080175;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
92008;SPINNER FACA 2 PONTAS FURO 1(25MM) 350X2,7MM 080165;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
92009;SPINNER FACA 2 PONTAS FURO 20MM 350X2,7MM 080164;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
92010;SPINNER FACA 3 PONTAS FURO 20MM 300X2,9MM 080168;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
92011;SPINNER FACA 3 PONTAS FURO 1(25MM) 300X2,9MM 080169;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
91310;KAWASHIMA FACA ROC. 3PX300X25 4X3,8 5539730;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
91311;KAWASHIMA FACA ROC. 2 PONTAS 305X25 4X2 0 5539680;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
91312;KAWASHIMA FACA ROC. 2 PONTAS 255X25 4X2 0 5539670;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
91313;KAWASHIMA FACA ROC. 3 PONTAS 255X25 4X3 0 5539340;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
91558;SPINNER FACA 3 PONTAS FURO 20MM 255X2,9MM 080166;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
90940;KAWASHIMA FACA BROCA 200MM ED SERIES;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
90954;KAWASHIMA FACA CORTE 22 LR220 SERIES 5606520;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
90584;KAWASHIMA FACA ROC.80D-255X25,4X1,5;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
90585;KAWASHIMA FACA ROC.62D VIDEA-255X25,4 BLISTER;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
90660;SPINNER FACA 3 PONTAS 255MM FURO 1" X 2,9MM 80167;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
93494;SPINNER FACA 8 PONTAS FURO 1 (25MM) 200 X1,5MM SPIN 080170;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
93911;SPINNER FACA CIRCULAR DE VIDEA NS05 40 DENTES FURO 1 (25MM)255 X1,25X2,0 080176;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
93937;NAVALHA DE CORTE S/ ROSCA B-611/616/618;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
93976;FACA CORTE 18 LR180 SERIES - 5605830;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
94521;SPINNER FACA 2 PONTAS FURO 25MM TAMANHO 330MM ESPESSURA 2,7MM - 080163;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
94522;SPINNER FACA CIRCULAR DE VIDEA NS10 40 DENTES FURO 1 (25MM)255 X1,25X2,0  080178;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
94059;SPINNER FACA 2 PONTAS FURO 20MM TAMANHO 260MM ESPESSURA 2,7MM 080160;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
94060;SPINNER FACA 2 PONTAS FURO 25MM TAMANHO 260MM ESPESSURA 2,7MM 080161;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10649;BRANCO LAMINA CORTE 20 19208220 B4T4000S;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
9463;BRANCO LAMINA DE CORTE 19216530;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
31402;BRANCO LAMINA DE CORTE 19307160;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
11170;NAVALHA P/MAQUINA DE CORTAR GRAMA;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
11171;NAVALHA P/MAQUINA DE CORTAR/RECICLAR GRA;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
11224;BRANCO LAMINA CORTE 22 19208223 B2T B4T;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
90374;BRANCO DISCO SERRA 80Z B-835 19500520;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
93333;LAMINA 3 PONTAS 255MM FURO 1" ESP:3,00MM 0510;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
93334;LAMINA 3 PTS 300MM FU:1" P/HUSQV ESP:3,5MM 0526;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
93335;LAMINA P/BRANCO 20"B2T.6000SL/MTD 035B/050B 0554;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
93336;LAMINA P/BRANCO 22"B4T.6000SL/MTD YARD MACH 0563;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
93337;LAMINA P/KAWASHIMA LR220-T 0760;82089000;000;17;0,00%;0,00%;01;1,65;01;7,6
93985;PICADOR DE CARNE MANUAL N 10;82100010;000;17;0,00%;0,00%;01;1,65;01;7,6
78440;PICADOR DE CARNE MANUAL N22;82100010;000;17;0,00%;0,00%;01;1,65;01;7,6
65625;DEBULHADOR DE MILHO;82100090;000;17;0,00%;0,00%;01;1,65;01;7,6
56650;NUCLEAR ENGENHO P/CANA MANUAL B;82100090;000;17;0,00%;0,00%;01;1,65;01;7,6
91162;MAQUINA PARA MASSA LEVE;82100090;000;17;0,00%;0,00%;01;1,65;01;7,6
78969;FACA NUMERO 7, 9, 10 E 11;82119100;000;17;0,00%;0,00%;01;1,65;01;7,6
89165;FACA PASSADOR INOX 8 PROFISSIONAL;82119210;000;17;0,00%;0,00%;01;1,65;01;7,6
89166;FACA PARA CARNE INOX 8 PREMIUN;82119210;000;17;0,00%;0,00%;01;1,65;01;7,6
89167;FACA DESOSSAR INOX 5 PROFISSIONAL;82119210;000;17;0,00%;0,00%;01;1,65;01;7,6
89168;FACA COURO / SANGRIA INOX 6 PROFISSIONAL;82119210;000;17;0,00%;0,00%;01;1,65;01;7,6
94374;FACA INOX CABO OSSO UNIAGRO;82119210;000;17;0,00%;0,00%;01;1,65;01;7,6
10467;FACA A05 WAY FISHINING 5028;82119220;000;17;0,00%;0,00%;01;1,65;01;7,6
10769;FACA A22 WAY FISHING 5030;82119220;000;17;0,00%;0,00%;01;1,65;01;7,6
10770;FACA A16 WAY FISHING 5029;82119220;000;17;0,00%;0,00%;01;1,65;01;7,6
10772;FACA A10 WAY FISHINING 5034;82119220;000;17;0,00%;0,00%;01;1,65;01;7,6
9873;RINETE DIREITO/ESQUERDO LAOMAN;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
78973;FACA K162 COMP.31,5CM 6068;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
79026;FACA K158C COMP. 28,8CM 3372;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
78010;FACA FFG212 CM 6066;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
11178;RINETE PARA CASCO COM LAMINA GRANDE ESQUERDA;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
93133;FACA K159B COMP. 34CM 6067;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
92243;CANIVETE AUTOMATICO SLK424 COMP. 25CM 3523;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
93514;FACA K159B - COMP.34CM - ALBATROZ;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
93515;FACA KP003 - COMP.31CM - ALBATROZ 7164;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
94154;CANIVETE K 208 - COMP. 21CM - ALBATROZ 2436;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
94151;FACA K160 - COMP. 33CM - ALBATROZ 8421;82119290;000;17;0,00%;0,00%;01;1,65;01;7,6
10178;CANIVETE KA408 - CAMUF. FOLHA COMP. 20CM;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
10400;CANIVETE CAB.MAD. GRD C/PRESILHA INOX C/INT.LATAO-014;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
10465;CANIVETE CAB.MAD CHURRASQ. INOX C/INT.LATAO-07;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
10124;CANIVETE - B5966 COMP. 20CM 3926;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
2006;CANIVETE INOX RETO CABO PLASTICO 3 TRAMONTINA;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
6700;CANIVETE INOX TR PERSONALIZADOS;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
78586;CANIVETE AUTOMATICO 806A1 COMP. 24CM 4218;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
78974;FACA FILET KNIFE - MARINE SPORTS;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
78011;FACA FILET KNIFE MARINE SPORTS 1550;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
75140;CANIVETE KA409 - CAMUF. FOLHA COMP. 20CM;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
62634;CANIVETE INOX S/PONTA;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
67342;CANIVETE INOX C/PONTA;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
67385;CANIVETE AUTOMATICO D805A-1 COMP. 22CM 5195;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
67393;CANIVETE CURVO 1 LAMINA 200MM;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
67407;CANIVETE AUTOMATICO HK503 COMP. 16CM 5517;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
52078;CANIVETE AUTOMATICO FB607 COMP. 24CM 5184;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
13129;CANIVETE CAB. MAD GRANDE INOX C/INT. LATAO-01;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
10768;CANIVETE - C5968 COMP. 18CM C/CLIP 3928;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
11025;CANIVETE A MASTER CIRURG. INOX BOLSO;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
11047;CANIVETE A MASTER CIRURG. INOX BOLSO N. SERA;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
80071;CANIVETE INOX CB ALUMINIO - CIMO;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92242;CANIVETE KA501 CAMUF. FOLHA COMP. 20CCM 4213;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92244;CANIVETE AUTOMATICO 7098 COMP. 25CM 4220;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92245;CANIVETE KA503 COMP. 21CM 3930;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92246;CANIVETE KA502 CAMUF. FOLHA COMP. 20CM 4228;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92247;CANIVETE ZH268 COMP. 22CM C/QUEBRA VIDRO 3932;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92248;CANIVETE AUTOMATICO SLK428 COMP. 25CM 3519;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92249;CANIVETE KA507 CAMUF. FOLHA COMP. 20CM 3935;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
91722;CANIVETE INOX CB INOX;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
91689;CANIVETE S/PONTA 1 LAMINA 190MM;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
91184;CANIVETE AUTOMATICO BL805 COMP. 16CM 3934;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
93513;PUNHAL 9B - COMP.23CM - TAUE;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
94149;CANIVETE - ATTACK - DACS;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
94150;CANIVETE - HUNTER - DACS;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
94152;FACA - 5538A - COMP. 30CM - TAUE 7551;82119320;000;17;0,00%;0,00%;01;1,65;01;7,6
92428;ESTILETE UNIVERSAL 18MM;82119390;000;17;0,00%;0,00%;01;1,65;01;7,6
90876;ESTILETE STANDARD 9MM - IRWIN;82119390;000;17;0,00%;0,00%;01;1,65;01;7,6
20001;TESOURA CORNETA P/CASCO OVINOS/SUINOS;82130000;000;17;0,00%;0,00%;01;1,65;01;7,6
90001;TESOURA TRAM INOX PROFISSIONAL 25914/100;82130000;000;17;0,00%;0,00%;01;1,65;01;7,6
89128;TESOURA DE USO GERAL 8" FAMASTIL;82130000;000;17;0,00%;0,00%;01;1,65;01;7,6
87945;TESOURA P/CASCO OVINOS 10;82130000;000;17;0,00%;0,00%;01;1,65;01;7,6
9498;RASPADEIRA DE FERRO;82141000;000;17;0,00%;0,00%;01;1,65;01;7,6
73318;CONJ. TALHERES IPANEMA AZUL INOX C/24PCS;82152000;000;17;0,00%;0,00%;01;1,65;01;7,6
78971;FACA C/GARFO 051;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
79021;FACA C/CHAIRA;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10771;FACA COM CHAIRA 051;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
10773;FACA COZINHA REF. 1010;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
87742;KIT 1 TRAMONTINA;82159910;000;17;0,00%;0,00%;01;1,65;01;7,6
4537;CADEADO 35MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
73490;CADEADO SM LT-30/50MM HL;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
73512;CADEADO SM LT-30/75MM HL;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
74870;CADEADO SM LT-35/75MM HL;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
75256;CADEADO SM LT-45/50MM HL;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
78656;CADEADO SM LT-35/50MM HL;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
78682;CADEADO SM SEGREDO ZM 25MM EP;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
78687;CADEADO SM SEGREDO ZM 25MM PTA;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
78713;CADEADO SM LT-45/75MM HL;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
12432;CADEADO 25MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
13307;CADEADO 30MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
13315;CADEADO 20MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
13951;CADEADO 40MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
13960;CADEADO 45MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
33189;CADEADO 50MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
10857;CADEADO 60MM;83011000;000;17;0,00%;0,00%;01;1,65;01;7,6
94318;FERROLHO PORTA CADEADO REAL 25641 - 4";83014000;000;17;0,00%;0,00%;01;1,65;01;7,6
10328;DOBRADICA FERRADURA C.02 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
10329;DOBRADICA FERRADURA C.04 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
10376;DOBRADICA PORTEIRA N.1 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
10377;DOBRADICA PORTEIRA N.2;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
10378;DOBRADICA PORTEIRA N.3;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
10653;TRINCO N.3;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
10654;TRINCO N.4;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
9629;DOBRADICA FERRADURA C.03 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
9976;DOBRADICA P/PORTAO TIPO LEME 8"   N;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
4944;DOBRADICA 3 POL.;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
4960;DOBRADICA 4 POL.;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
75272;DOBRADICA SM 3025 R ACR;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
68322;DOBRADICA PORTAO 2 HASTES 10" N;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
54771;DOBRADICA 2 POL.;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
54780;DOBRADICA 2.5 POL.;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
54798;DOBRADICA 3.5 POL.;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
58866;DOBRADICA 1,5 POL;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
11369;DOBRADICA GALVANIZADA 4.0;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
11370;DOBRADICA GALVANIZADA 3.5;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
11371;DOBRADICA GALVANIZADA 3.0;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
11372;DOBRADICA GALVANIZADA 2.5;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
11373;DOBRADICA GALVANIZADA 2.0;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
27359;DOBRADICA 1/2 POL.;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
30139;DOBRADICA FERRAD. PORTEIRA N.4;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89755;DOBRADICA FERRADURA C.08 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89816;DOBRADICA FERRADURA N.2 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89817;DOBRADICA FERRADURA N.3;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89818;DOBRADICA FERRADURA N.4 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89819;DOBRADICA FERRADURA N.5;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
90271;DOBRADICA FERRADURA N.1 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
78851;DOBRADICA FERRADURRA C.02 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89124;TRINCO P/PORTEIRA FERROLHO LATERAL;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
89212;DOBRADICA FERRADURA N.0 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
91688;DOBRADICA FERRADURA C.01 SAO ROMAO;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
91235;DOBRADICA FERRADURA N.5 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
91236;DOBRADICA FERRADURA N.3 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
91237;DOBRADICA FERRADURA N.7 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
94625;DOBRADICA FERRADURA N6 CINFER;83021000;000;17;0,00%;0,00%;01;1,65;01;7,6
88961;ARGOLA LATAO P/NARIZ 2.1/4 59MM;83024900;000;17;0,00%;0,00%;01;1,65;01;7,6
88055;ARGOLA METAL 75 PESADA;83024900;000;17;0,00%;0,00%;01;1,65;01;7,6
91515;GUIZO C/ROZETA P/TOCAR ANIMAIS;83061000;000;17;0,00%;0,00%;01;1,65;01;7,6
10496;REBITE 6,2MMX22MM;83082000;000;17;0,00%;0,00%;01;1,65;01;7,6
77986;REBITE 4,8MMX19MM WORKER;83082000;000;17;0,00%;0,00%;01;1,65;01;7,6
70670;REBITE 4,0MMX12MM WORKER;83082000;000;17;0,00%;0,00%;01;1,65;01;7,6
70688;REBITE FIX ALL AL REPUXO RM510MIL+;83082000;000;17;0,00%;0,00%;01;1,65;01;7,6
70696;REBITE 3,2MMX12MM WORKER;83082000;000;17;0,00%;0,00%;01;1,65;01;7,6
10267;CAVALO ESTRIBO CACAMBA;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
10674;CAVALO ESTRIBO ALUMINIO G;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
10675;CAVALO MALA DE LACO;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
65250;PET DESTORCEDOR C/ROSCA MR2;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
79296;CAVALO BARRIG. 18F. ALG. ARG. METAL;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
78640;CAVALO ARGOLA DE LACO GRANDE  N;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
76910;CAVALO MANTA CRIOULA;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
72400;PET DESTORCEDOR C/ROSCA MR1;83089090;000;17;0,00%;0,00%;01;1,65;01;7,6
